GeneSymbol	FPKM
0610007C21Rik	300.4
0610007L01Rik	207.1
0610007P08Rik	134.3
0610007P14Rik	220.2
0610007P22Rik	79
0610008F07Rik	0
0610009B22Rik	42.6
0610009D07Rik	533.6
0610009O20Rik	142.7
0610010B08Rik	0.5
0610010F05Rik	48.7
0610010K14Rik	139.1
0610010O12Rik	8.1
0610011F06Rik	204.1
0610011L14Rik	133.6
0610012G03Rik	74.7
0610012H03Rik	0
0610030E20Rik	246.9
0610031J06Rik	235.8
0610037L13Rik	120.7
0610037P05Rik	209
0610038B21Rik	0.8
0610039K10Rik	369.6
0610040B10Rik	22
0610040J01Rik	3.9
0910001L09Rik	265.8
1100001G20Rik	88.3
1110001A16Rik	55.9
1110001J03Rik	167.1
1110002B05Rik	268.5
1110002L01Rik	34.8
1110002N22Rik	64.8
1110003E01Rik	802.2
1110004E09Rik	44.7
1110004F10Rik	243.3
1110005A03Rik	438.3
1110006O24Rik	11
1110007A13Rik	363
1110007C09Rik	73.6
1110008F13Rik	66.7
1110008J03Rik	23.2
1110008L16Rik	71.7
1110008P14Rik	150.8
1110012D08Rik	35.2
1110012J17Rik	0
1110012L19Rik	64
1110014N23Rik	113.1
1110017D15Rik	0
1110017F19Rik	162.3
1110018G07Rik	366.2
1110018J18Rik	216.2
1110020A21Rik	12.8
1110020G09Rik	58.9
1110021J02Rik	305.7
1110021L09Rik	0.9
1110028C15Rik	297.1
1110031I02Rik	27.2
1110032A03Rik	42
1110032A04Rik	0
1110032F04Rik	0.5
1110034A24Rik	84.2
1110034B05Rik	88.1
1110034G24Rik	73.9
1110037F02Rik	322.9
1110038B12Rik	119.6
1110038D17Rik	414.3
1110038F14Rik	96.3
1110049F12Rik	149.2
1110051M20Rik	77.5
1110054O05Rik	213.7
1110057K04Rik	188
1110058L19Rik	155.8
1110059E24Rik	412
1110059G10Rik	41.3
1110059M19Rik	0
1110065P20Rik	14.3
1110067D22Rik	8
1190002H23Rik	21.2
1190002N15Rik	55.7
1190003J15Rik	0
1190003K10Rik	0
1190005F20Rik	255.7
1190005I06Rik	0
1190007F08Rik	6.7
1190007I07Rik	72.7
1200009I06Rik	2.1
1200011I18Rik	155.4
1200011M11Rik	111.4
1200014J11Rik	130.7
1200016B10Rik	231.9
1300001I01Rik	187.3
1300002K09Rik	1
1300010F03Rik	95.6
1300014I06Rik	480.1
1300017J02Rik	2.7
1300018I17Rik	63.5
1300018J18Rik	100.3
1500001M20Rik	91.2
1500002O20Rik	139.6
1500003O03Rik	200.2
1500004A13Rik	26
1500009L16Rik	0
1500010J02Rik	76.5
1500011B03Rik	81.6
1500011H22Rik	79.9
1500011K16Rik	71.6
1500012F01Rik	602.4
1500015A07Rik	38.2
1500015O10Rik	5.4
1500017E21Rik	0
1500031L02Rik	35.5
1500032L24Rik	396.5
1520402A15Rik	14.4
1600002H07Rik	47.4
1600002K03Rik	87.2
1600012F09Rik	41.8
1600012H06Rik	127.1
1600014C10Rik	108.6
1600014K23Rik	0
1600015I10Rik	0
1600016N20Rik	31.9
1600021P15Rik	0
1600027N09Rik	193.6
1600029D21Rik	0.7
1600029I14Rik	11.2
1600029O15Rik	9.4
1700001C02Rik	0
1700001C19Rik	0
1700001F09Rik	0
1700001G17Rik	9.5
1700001J03Rik	0
1700001J11Rik	2.5
1700001K19Rik	17.7
1700001K23Rik	185.7
1700001L05Rik	14.1
1700001L19Rik	0
1700001O22Rik	0
1700001P01Rik	9.7
1700003E16Rik	0
1700003F12Rik	8.2
1700003G18Rik	2
1700003H04Rik	0
1700003M02Rik	0
1700006A11Rik	0
1700006E09Rik	0
1700007B14Rik	0.6
1700007E06Rik	0
1700007G11Rik	0
1700007I08Rik	5.6
1700007K09Rik	0
1700007K13Rik	0
1700008A04Rik	0
1700008F21Rik	0
1700008I05Rik	0
1700008J07Rik	25.8
1700008O03Rik	1.3
1700008P02Rik	0
1700008P20Rik	0
1700009J07Rik	2.6
1700009N14Rik	0
1700009P17Rik	2.3
1700010B08Rik	0
1700010D01Rik	0
1700010I14Rik	27
1700010M22Rik	0
1700011A15Rik	0
1700011E24Rik	1.4
1700011F03Rik	0
1700011F14Rik	0
1700011H14Rik	2.1
1700011I03Rik	1.3
1700011L22Rik	0
1700012A03Rik	0
1700012A16Rik	30.1
1700012B07Rik	0
1700012B09Rik	0
1700012B15Rik	167.7
1700012D14Rik	57.6
1700012L04Rik	2.3
1700012P22Rik	0
1700013B16Rik	0
1700013D24Rik	0
1700013F07Rik	2
1700013G24Rik	0
1700013H16Rik	0
1700013N18Rik	43.1
1700014N06Rik	0
1700015E13Rik	0
1700015G11Rik	0
1700016C15Rik	3.2
1700016D06Rik	10.5
1700016H13Rik	0
1700016K19Rik	1.3
1700016M24Rik	0
1700017B05Rik	109.4
1700017D01Rik	0
1700017N19Rik	0
1700018A04Rik	0
1700018A14Rik	3.4
1700018B08Rik	0
1700018B24Rik	0
1700018C11Rik	0
1700018F24Rik	0
1700018L02Rik	9.7
1700018L24Rik	3.1
1700019A02Rik	11.6
1700019B03Rik	0
1700019D03Rik	4.4
1700019E19Rik	1.5
1700019G17Rik	20
1700019L03Rik	0.7
1700019M22Rik	0
1700019N12Rik	4.6
1700019N19Rik	0
1700019O17Rik	0
1700020A23Rik	3.4
1700020C07Rik	10.8
1700020D05Rik	43.9
1700020I14Rik	701.9
1700020L24Rik	2.6
1700020N01Rik	0
1700020N18Rik	13.3
1700020O03Rik	250.6
1700021C14Rik	42.7
1700021F05Rik	45.7
1700021F07Rik	0
1700021K19Rik	856.2
1700022A21Rik	0
1700022I11Rik	2
1700022P22Rik	2.8
1700023A16Rik	0
1700023E05Rik	0
1700023I07Rik	0.6
1700024G13Rik	0
1700024P04Rik	0
1700024P16Rik	0
1700025C18Rik	0
1700025E21Rik	0.9
1700025F22Rik	0
1700025G04Rik	4.7
1700025K23Rik	1.7
1700026D08Rik	0
1700026D11Rik	2.9
1700026J04Rik	3.5
1700026L06Rik	19.8
1700027A23Rik	9.3
1700027D21Rik	0
1700028B04Rik	2.2
1700028J19Rik	6.1
1700028K03Rik	29.7
1700028M03Rik	0
1700028P14Rik	0
1700029F09Rik	182.4
1700029F12Rik	0
1700029G01Rik	7
1700029H14Rik	5.2
1700029I01Rik	6.9
1700029I15Rik	39.8
1700029J07Rik	46.3
1700029J11Rik	46.5
1700029M20Rik	1.2
1700029P11Rik	0
1700030C10Rik	2.8
1700030F18Rik	0
1700030J22Rik	0
1700030K09Rik	184.2
1700031F05Rik	0
1700031M16Rik	0
1700034E13Rik	0
1700034F02Rik	8.3
1700034H14Rik	137.8
1700034H15Rik	2.5
1700034I23Rik	7.2
1700034J05Rik	4.8
1700034O15Rik	0
1700037C18Rik	59.5
1700037H04Rik	42.8
1700039E15Rik	1.4
1700040I03Rik	81.9
1700040L02Rik	11.7
1700041C23Rik	0
1700042B14Rik	0
1700042G07Rik	0
1700044K03Rik	0
1700045I19Rik	0
1700047I17Rik2	0
1700047M11Rik	0
1700048O20Rik	47.1
1700049E15Rik	0
1700049G17Rik	59.7
1700049L16Rik	7.5
1700052I22Rik	0
1700052K11Rik	37.6
1700052N19Rik	195.7
1700054K19Rik	0
1700054N08Rik	35.7
1700054O13Rik	0
1700056E22Rik	17.5
1700057G04Rik	0
1700057K13Rik	0
1700058C13Rik	0
1700058G18Rik	0
1700060C20Rik	0
1700061G19Rik	4.4
1700061J05Rik	0
1700065D16Rik	6.1
1700065I17Rik	2.1
1700066B19Rik	5.3
1700066M21Rik	69.5
1700066O22Rik	0
1700067K01Rik	7.8
1700067P10Rik	0
1700069L16Rik	0
1700071K01Rik	2.3
1700072E05Rik	0
1700073E17Rik	43.1
1700074P13Rik	0
1700080E11Rik	0
1700080O16Rik	0
1700081L11Rik	520.7
1700084C01Rik	2.5
1700084E18Rik	13.9
1700084J12Rik	26.4
1700086L19Rik	0
1700086O06Rik	10
1700088E04Rik	0
1700090G07Rik	0
1700092M07Rik	19.1
1700093K21Rik	0
1700094C09Rik	0
1700094D03Rik	74.5
1700096J18Rik	0
1700096K18Rik	20
1700101E01Rik	0
1700102P08Rik	38.5
1700106J16Rik	0
1700106N22Rik	55.4
1700108F19Rik	0
1700108J01Rik	15.5
1700108M19Rik	0
1700109F18Rik	0
1700109G14Rik	0
1700109H08Rik	141.9
1700110M21Rik	0
1700111N16Rik	0
1700112E06Rik	5.3
1700113H08Rik	0
1700113I22Rik	5.8
1700120K04Rik	28.9
1700121N20Rik	0
1700123I01Rik	3.7
1700123K08Rik	0
1700123L14Rik	0
1700123O20Rik	156.7
1700125D06Rik	0
1700125H20Rik	0
1700128F08Rik	2.2
1700129C05Rik	0
1810006K21Rik	394.6
1810008A18Rik	180.1
1810009A15Rik	304.5
1810009J06Rik	0
1810010D01Rik	5.2
1810010H24Rik	31.9
1810011H11Rik	20.5
1810011O10Rik	0.9
1810012P15Rik	53.3
1810013D10Rik	197.5
1810013L24Rik	307.5
1810014B01Rik	35.1
1810014F10Rik	3.7
1810019J16Rik	4
1810020D17Rik	44.6
1810022C23Rik	0
1810022K09Rik	159.7
1810024B03Rik	6.7
1810026B05Rik	265.7
1810026J23Rik	86.8
1810027O10Rik	339.1
1810029B16Rik	35.5
1810030J14Rik	0
1810030N24Rik	122.5
1810030O07Rik	237.7
1810031K17Rik	240
1810032O08Rik	56.3
1810033B17Rik	16
1810035L17Rik	276.8
1810037I17Rik	117.6
1810041L15Rik	0
1810043G02Rik	35.6
1810043H04Rik	92.9
1810046J19Rik	253.3
1810046K07Rik	109.1
1810048J11Rik	28.4
1810049H13Rik	46.2
1810055G02Rik	8.3
1810058I24Rik	178
1810062O18Rik	12.9
1810063B05Rik	159.9
1810063B07Rik	31.5
1810064F22Rik	0.5
1810065E05Rik	0
1810074P20Rik	158.8
2010000I03Rik	23.6
2010001E11Rik	0.5
2010001M06Rik	0
2010001M09Rik	1345.3
2010002M12Rik	7.5
2010002N04Rik	45.6
2010003K11Rik	0
2010003K15Rik	1.8
2010005H15Rik	0
2010007H12Rik	127.4
2010011I20Rik	45.2
2010012O05Rik	56.6
2010015L04Rik	40
2010016I18Rik	68.2
2010106E10Rik	0
2010106G01Rik	392.2
2010107E04Rik	1495.9
2010107G12Rik	1.1
2010107G23Rik	0.7
2010107H07Rik	188.8
2010109I03Rik	18.6
2010109K11Rik	162.5
2010110P09Rik	4.1
2010111I01Rik	111.9
2010204K13Rik	11.7
2010300C02Rik	1.7
2010305A19Rik	35.7
2010317E24Rik	9.3
2010320M18Rik	51.9
2010321M09Rik	128.1
2200001I15Rik	0
2200002D01Rik	21.4
2200002J24Rik	0
2200002K05Rik	4.3
2210009G21Rik	81.2
2210010C04Rik	10.7
2210010C17Rik	1.3
2210012G02Rik	60.4
2210013O21Rik	31.1
2210015D19Rik	44
2210016F16Rik	101.5
2210016L21Rik	153.7
2210018M11Rik	233.8
2210020M01Rik	124.7
2210021J22Rik	68.6
2210403K04Rik	19.2
2210404J11Rik	117.8
2210404O07Rik	54.6
2210407C18Rik	0
2210408I21Rik	18.3
2210409E12Rik	0
2210411K11Rik	14.9
2210415F13Rik	0
2210417A02Rik	0
2300002M23Rik	0
2300003K06Rik	0
2300005B03Rik	7.8
2300009A05Rik	56.6
2310001A20Rik	133.5
2310001K24Rik	2.6
2310002J15Rik	0
2310002L09Rik	0
2310003C23Rik	262.5
2310003F16Rik	294
2310003H01Rik	63.2
2310003L22Rik	61.9
2310004I24Rik	122.3
2310004N24Rik	158
2310005G13Rik	0
2310007A19Rik	3.9
2310007B03Rik	0
2310007L24Rik	55.1
2310008H04Rik	119.7
