GeneSymbol	FPKM
0610007C21Rik	309.1
0610007L01Rik	217.3
0610007P08Rik	146.1
0610007P14Rik	253.8
0610007P22Rik	88.9
0610008F07Rik	0
0610009B22Rik	71.3
0610009D07Rik	534.9
0610009O20Rik	146.4
0610010B08Rik	0.2
0610010F05Rik	57.4
0610010K14Rik	153.7
0610010O12Rik	13.8
0610011F06Rik	198.4
0610011L14Rik	136.5
0610012G03Rik	102.5
0610012H03Rik	1.1
0610030E20Rik	203
0610031J06Rik	224.8
0610037L13Rik	157.4
0610037P05Rik	243.6
0610038B21Rik	3
0610039K10Rik	206.7
0610040B10Rik	16.6
0610040J01Rik	6.4
0910001L09Rik	213.7
1100001G20Rik	240
1110001A16Rik	72.5
1110001J03Rik	172
1110002B05Rik	291.7
1110002L01Rik	35.7
1110002N22Rik	76
1110003E01Rik	608.8
1110004E09Rik	80.2
1110004F10Rik	269
1110005A03Rik	411.7
1110006O24Rik	2.4
1110007A13Rik	440.9
1110007C09Rik	69.4
1110008F13Rik	121
1110008J03Rik	26.3
1110008L16Rik	105
1110008P14Rik	97.4
1110012D08Rik	15.3
1110012J17Rik	0.4
1110012L19Rik	77
1110014N23Rik	111.2
1110017D15Rik	1.6
1110017F19Rik	96.6
1110018G07Rik	406.3
1110018J18Rik	146.7
1110020A21Rik	6.4
1110020G09Rik	67.6
1110021J02Rik	275.3
1110021L09Rik	7.1
1110028C15Rik	214.6
1110031I02Rik	38.2
1110032A03Rik	22.6
1110032A04Rik	0
1110032F04Rik	1.1
1110034A24Rik	80.4
1110034B05Rik	84.1
1110034G24Rik	69.6
1110037F02Rik	313.9
1110038B12Rik	243.3
1110038D17Rik	415.6
1110038F14Rik	108.9
1110049F12Rik	187.8
1110051M20Rik	76.2
1110054O05Rik	196.4
1110057K04Rik	213.7
1110058L19Rik	141.2
1110059E24Rik	425
1110059G10Rik	40.3
1110059M19Rik	0
1110065P20Rik	26.4
1110067D22Rik	26.7
1190002H23Rik	50
1190002N15Rik	47.2
1190003J15Rik	0
1190003K10Rik	0
1190005F20Rik	252.5
1190005I06Rik	1.3
1190007F08Rik	5.3
1190007I07Rik	106.3
1200009I06Rik	0.9
1200011I18Rik	161.9
1200011M11Rik	115.2
1200014J11Rik	138.8
1200016B10Rik	212.8
1300001I01Rik	296.8
1300002K09Rik	2.3
1300010F03Rik	90.5
1300014I06Rik	256.4
1300017J02Rik	0.4
1300018I17Rik	52.3
1300018J18Rik	90.3
1500001M20Rik	110.5
1500002O20Rik	135.2
1500003O03Rik	220.6
1500004A13Rik	19.4
1500009L16Rik	0
1500010J02Rik	83.4
1500011B03Rik	84.4
1500011H22Rik	97.6
1500011K16Rik	86.9
1500012F01Rik	1436.8
1500015A07Rik	25.5
1500015O10Rik	10.3
1500017E21Rik	0.3
1500031L02Rik	48.9
1500032L24Rik	512.5
1520402A15Rik	25
1600002H07Rik	49.1
1600002K03Rik	132
1600012F09Rik	41.2
1600012H06Rik	118.1
1600014C10Rik	160.5
1600014K23Rik	0
1600015I10Rik	0
1600016N20Rik	25
1600021P15Rik	0
1600027N09Rik	215.5
1600029D21Rik	0
1600029I14Rik	7.4
1600029O15Rik	8.6
1700001C02Rik	0
1700001C19Rik	0
1700001F09Rik	0
1700001G17Rik	8.2
1700001J03Rik	3.5
1700001J11Rik	5.2
1700001K19Rik	17.3
1700001K23Rik	97.4
1700001L05Rik	14
1700001L19Rik	1
1700001O22Rik	2.5
1700001P01Rik	11.7
1700003E16Rik	0
1700003F12Rik	7.5
1700003G18Rik	1.5
1700003H04Rik	0
1700003M02Rik	0
1700006A11Rik	0
1700006E09Rik	0
1700007B14Rik	0
1700007E06Rik	0
1700007G11Rik	1.1
1700007I08Rik	5.5
1700007K09Rik	2.7
1700007K13Rik	0
1700008A04Rik	0
1700008F21Rik	0
1700008I05Rik	0
1700008J07Rik	30.4
1700008O03Rik	3
1700008P02Rik	0
1700008P20Rik	0
1700009J07Rik	0
1700009N14Rik	0
1700009P17Rik	8.8
1700010B08Rik	0
1700010D01Rik	0
1700010I14Rik	35
1700010M22Rik	0
1700011A15Rik	0
1700011E24Rik	1.1
1700011F03Rik	0
1700011F14Rik	0
1700011H14Rik	0
1700011I03Rik	0
1700011L22Rik	0
1700012A03Rik	0
1700012A16Rik	37.1
1700012B07Rik	0
1700012B09Rik	0
1700012B15Rik	176.3
1700012D14Rik	39.2
1700012L04Rik	0
1700012P22Rik	0
1700013B16Rik	0
1700013D24Rik	0
1700013F07Rik	1.5
1700013G24Rik	0
1700013H16Rik	0
1700013N18Rik	54.4
1700014N06Rik	0
1700015E13Rik	2.6
1700015G11Rik	0
1700016C15Rik	3.7
1700016D06Rik	4.3
1700016H13Rik	0
1700016K19Rik	5
1700016M24Rik	0
1700017B05Rik	135.6
1700017D01Rik	0.8
1700017N19Rik	0
1700018A04Rik	0
1700018A14Rik	3.9
1700018B08Rik	0
1700018B24Rik	0
1700018C11Rik	0
1700018F24Rik	0
1700018L02Rik	13.9
1700018L24Rik	0
1700019A02Rik	5.8
1700019B03Rik	0
1700019D03Rik	2.2
1700019E19Rik	1.1
1700019G17Rik	9.2
1700019L03Rik	3.3
1700019M22Rik	0
1700019N12Rik	0
1700019N19Rik	0
1700019O17Rik	0
1700020A23Rik	2.6
1700020C07Rik	5.8
1700020D05Rik	24.2
1700020I14Rik	502.8
1700020L24Rik	2
1700020N01Rik	0
1700020N18Rik	6.7
1700020O03Rik	220.7
1700021C14Rik	53.2
1700021F05Rik	73.3
1700021F07Rik	0
1700021K19Rik	654.5
1700022A21Rik	0
1700022I11Rik	5.2
1700022P22Rik	4.3
1700023A16Rik	0
1700023E05Rik	0
1700023I07Rik	0
1700024G13Rik	0
1700024P04Rik	0
1700024P16Rik	0
1700025C18Rik	0
1700025E21Rik	0
1700025F22Rik	0
1700025G04Rik	3.4
1700025K23Rik	8.8
1700026D08Rik	0
1700026D11Rik	4.3
1700026J04Rik	3.1
1700026L06Rik	6.8
1700027A23Rik	17.1
1700027D21Rik	0
1700028B04Rik	5
1700028J19Rik	1.5
1700028K03Rik	26.9
1700028M03Rik	0
1700028P14Rik	0
1700029F09Rik	232.7
1700029F12Rik	0.8
1700029G01Rik	7
1700029H14Rik	7.1
1700029I01Rik	14.6
1700029I15Rik	45.2
1700029J07Rik	43.7
1700029J11Rik	29.6
1700029M20Rik	0.6
1700029P11Rik	0
1700030C10Rik	1.6
1700030F18Rik	0
1700030J22Rik	0.9
1700030K09Rik	203
1700031F05Rik	0
1700031M16Rik	0
1700034E13Rik	0
1700034F02Rik	12.6
1700034H14Rik	184.9
1700034H15Rik	1.5
1700034I23Rik	3.5
1700034J05Rik	2.7
1700034O15Rik	0
1700037C18Rik	54.2
1700037H04Rik	73.7
1700039E15Rik	3.7
1700040I03Rik	82.7
1700040L02Rik	17
1700041C23Rik	0
1700042B14Rik	0
1700042G07Rik	0
1700044K03Rik	0
1700045I19Rik	0
1700047I17Rik2	0
1700047M11Rik	0
1700048O20Rik	35.6
1700049E15Rik	0
1700049G17Rik	57.2
1700049L16Rik	7.9
1700052I22Rik	0
1700052K11Rik	41.7
1700052N19Rik	174.4
1700054K19Rik	0
1700054N08Rik	39.3
1700054O13Rik	0
1700056E22Rik	10.4
1700057G04Rik	0
1700057K13Rik	0
1700058C13Rik	0
1700058G18Rik	0
1700060C20Rik	0
1700061G19Rik	1.9
1700061J05Rik	0
1700065D16Rik	5.9
1700065I17Rik	1.6
1700066B19Rik	6.2
1700066M21Rik	63.2
1700066O22Rik	0
1700067K01Rik	11
1700067P10Rik	0
1700069L16Rik	0
1700071K01Rik	10.6
1700072E05Rik	0
1700073E17Rik	57.8
1700074P13Rik	0
1700080E11Rik	0
1700080O16Rik	0
1700081L11Rik	426.5
1700084C01Rik	0.6
1700084E18Rik	6.3
1700084J12Rik	25
1700086L19Rik	0
1700086O06Rik	11.1
1700088E04Rik	0
1700090G07Rik	0
1700092M07Rik	28.9
1700093K21Rik	0
1700094C09Rik	0
1700094D03Rik	61.4
1700096J18Rik	8.1
1700096K18Rik	16.4
1700101E01Rik	4.9
1700102P08Rik	36.6
1700106J16Rik	0
1700106N22Rik	52.7
1700108F19Rik	0
1700108J01Rik	7.8
1700108M19Rik	0.8
1700109F18Rik	0
1700109G14Rik	0
1700109H08Rik	153.4
1700110M21Rik	0.5
1700111N16Rik	0
1700112E06Rik	15.1
1700113H08Rik	0
1700113I22Rik	3.8
1700120K04Rik	23.6
1700121N20Rik	0
1700123I01Rik	1.7
1700123K08Rik	0
1700123L14Rik	0
1700123O20Rik	149
1700125D06Rik	0
1700125H20Rik	1.9
1700128F08Rik	0
1700129C05Rik	0
1810006K21Rik	470.3
1810008A18Rik	180
1810009A15Rik	319.6
1810009J06Rik	0
1810010D01Rik	2.9
1810010H24Rik	20
1810011H11Rik	14.3
1810011O10Rik	2.8
1810012P15Rik	60.2
1810013D10Rik	186.8
1810013L24Rik	277.3
1810014B01Rik	40.6
1810014F10Rik	12.7
1810019J16Rik	5.6
1810020D17Rik	68.6
1810022C23Rik	0
1810022K09Rik	186.9
1810024B03Rik	3.6
1810026B05Rik	222
1810026J23Rik	101.7
1810027O10Rik	390.2
1810029B16Rik	80.7
1810030J14Rik	0
1810030N24Rik	113.4
1810030O07Rik	273.3
1810031K17Rik	234.7
1810032O08Rik	104.4
1810033B17Rik	7.3
1810035L17Rik	351.2
1810037I17Rik	96.5
1810041L15Rik	0
1810043G02Rik	40.4
1810043H04Rik	98.1
1810046J19Rik	237.1
1810046K07Rik	82.5
1810048J11Rik	33.3
1810049H13Rik	60.9
1810055G02Rik	10.7
1810058I24Rik	139.7
1810062O18Rik	8.5
1810063B05Rik	155.7
1810063B07Rik	22.6
1810064F22Rik	0.4
1810065E05Rik	0
1810074P20Rik	174.8
2010000I03Rik	31.4
2010001E11Rik	0
2010001M06Rik	7.3
2010001M09Rik	1789.8
2010002M12Rik	3
2010002N04Rik	11.1
2010003K11Rik	0
2010003K15Rik	2.7
2010005H15Rik	0
2010007H12Rik	120.7
2010011I20Rik	22.1
2010012O05Rik	56.3
2010015L04Rik	10.3
2010016I18Rik	56.3
2010106E10Rik	0
2010106G01Rik	375.3
2010107E04Rik	1925.9
2010107G12Rik	1.3
2010107G23Rik	0
2010107H07Rik	206.4
2010109I03Rik	8.2
2010109K11Rik	121.9
2010110P09Rik	1.6
2010111I01Rik	124.8
2010204K13Rik	24.4
2010300C02Rik	0
2010305A19Rik	54
2010317E24Rik	43.9
2010320M18Rik	46.6
2010321M09Rik	151.7
2200001I15Rik	0
2200002D01Rik	16.2
2200002J24Rik	0
2200002K05Rik	2.8
2210009G21Rik	67.9
2210010C04Rik	0.4
2210010C17Rik	2.4
2210012G02Rik	54
2210013O21Rik	39.5
2210015D19Rik	47.2
2210016F16Rik	128
2210016L21Rik	173.1
2210018M11Rik	164.7
2210020M01Rik	86.6
2210021J22Rik	84.8
2210403K04Rik	12.4
2210404J11Rik	121.1
2210404O07Rik	73.1
2210407C18Rik	0
2210408I21Rik	23.5
2210409E12Rik	0
2210411K11Rik	54.8
2210415F13Rik	0
2210417A02Rik	3.3
2300002M23Rik	0
2300003K06Rik	0
2300005B03Rik	2
2300009A05Rik	42.8
2310001A20Rik	128.6
2310001K24Rik	0
2310002J15Rik	0
2310002L09Rik	0
2310003C23Rik	241.6
2310003F16Rik	322.4
2310003H01Rik	72
2310003L22Rik	60.2
2310004I24Rik	124.4
2310004N24Rik	163.2
2310005G13Rik	0
2310007A19Rik	1.5
2310007B03Rik	0
2310007L24Rik	37.1
2310008H04Rik	77.7
2310008H09Rik	155.8
2310009B15Rik	25.6
2310010M20Rik	0
2310011J03Rik	156.5
2310014H01Rik	369.4
2310014L17Rik	5.4
2310015A10Rik	114
2310016C08Rik	65.9
2310016M24Rik	342.6
2310021H06Rik	0
2310021P13Rik	130.1
2310022A10Rik	41.9
2310022B05Rik	15.2
2310028H24Rik	16.9
2310028O11Rik	108.3
2310030G06Rik	0
2310030N02Rik	58.5
2310033E01Rik	11.3
2310033P09Rik	131.1
2310034C09Rik	0
2310035C23Rik	353.6
2310035K24Rik	32.6
2310036O22Rik	585.1
2310037I24Rik	115.2
2310039H08Rik	108.8
2310042D19Rik	29.7
2310042E22Rik	2.1
2310043J07Rik	0
2310044G17Rik	224.9
2310044H10Rik	269.6
2310045N01Rik	341.3
2310046A06Rik	0
2310046K01Rik	0.7
2310046O06Rik	117.6
2310047B19Rik	45.6
2310047M10Rik	63.9
2310050B05Rik	0
2310050C09Rik	0
2310057J16Rik	4.3
2310057J18Rik	0
2310057M21Rik	57.4
2310057N15Rik	0
2310061C15Rik	64.8
2310061I04Rik	93.6
2310061J03Rik	27.1
2310061N02Rik	0
2310067B10Rik	97.3
2310068J16Rik	5.7
2310079F23Rik	82.4
2310079G19Rik	0
2310079N02Rik	107.6
2400001E08Rik	206.6
2400003C14Rik	550.7
2410001C21Rik	364.4
2410002F23Rik	285
2410002I01Rik	61.8
2410002O22Rik	204.5
2410003K15Rik	182.8
2410004A20Rik	4.3
2410004B18Rik	142.5
2410006H16Rik	1665.6
2410012M07Rik	0
2410015M20Rik	606.6
2410016O06Rik	123.1
2410017I17Rik	1.2
2410018L13Rik	0.7
2410022L05Rik	14.8
2410042D21Rik	96.4
2410066E13Rik	28.3
2410075B13Rik	34.8
2410076I21Rik	44.5
2410089E03Rik	55.9
2410091C18Rik	75.4
2410127L17Rik	27.5
2410131K14Rik	62
2410137F16Rik	0.3
2410137M14Rik	0
2500003M10Rik	466.8
2510002D24Rik	157.3
2510003E04Rik	96.1
2510006D16Rik	492.5
2510009E07Rik	3.9
2510012J08Rik	143.3
2510039O18Rik	242.3
2510049J12Rik	2.2
2610001J05Rik	74
2610002D18Rik	37.4
2610002I17Rik	38.1
2610002J02Rik	76.4
2610002M06Rik	76.1
2610005L07Rik	38.1
2610008E11Rik	133.8
2610015P09Rik	50.9
2610017I09Rik	0
2610018G03Rik	282
2610019F03Rik	1.9
2610020H08Rik	38.2
2610021K21Rik	17.2
2610024G14Rik	123
2610027L16Rik	132.5
2610028E06Rik	0
2610028H24Rik	0
2610029G23Rik	128.1
2610029I01Rik	81.8
2610034B18Rik	2.9
2610034M16Rik	0
2610035D17Rik	75.2
2610039C10Rik	135.7
2610044O15Rik	172.4
2610100L16Rik	0
2610101N10Rik	372.2
2610109H07Rik	0
2610203C20Rik	0
2610203C22Rik	0.7
2610204G22Rik	17.9
2610301B20Rik	43.2
2610301G19Rik	344.5
2610305D13Rik	1.1
2610306M01Rik	32.7
2610318N02Rik	38.3
2610507B11Rik	514.8
2610524H06Rik	65.8
2610528E23Rik	61.7
2610528J11Rik	0
2700007P21Rik	155.9
2700023E23Rik	76.8
2700029M09Rik	236.4
2700046A07Rik	0
2700046G09Rik	0
2700049A03Rik	126.3
2700050L05Rik	239.7
2700060E02Rik	304.5
2700062C07Rik	72.6
2700078E11Rik	182.7
2700078K21Rik	190.2
2700081O15Rik	32.6
2700086A05Rik	0
2700089E24Rik	162.6
2700094K13Rik	585.6
2700097O09Rik	61.6
2700099C18Rik	38.7
2810001G20Rik	32.5
2810002D19Rik	72.8
2810002N01Rik	210.2
2810004N23Rik	304.3
2810006K23Rik	64.5
2810007J24Rik	0
2810008D09Rik	100.6
2810008M24Rik	300.6
2810021B07Rik	160.8
2810021J22Rik	36.8
2810025M15Rik	42.1
2810030E01Rik	5
2810032G03Rik	0
2810046L04Rik	67.7
2810047C21Rik1	0
2810055F11Rik	0.5
2810055G20Rik	0.9
2810403A07Rik	439.2
2810403D21Rik	24.6
2810405F15Rik	0
2810405K02Rik	102.5
2810407C02Rik	631.3
2810408A11Rik	11.5
2810408M09Rik	88.6
2810410L24Rik	0.5
2810417H13Rik	380.7
2810422J05Rik	345
2810422O20Rik	77.2
2810428I15Rik	121
2810429I04Rik	7.8
2810432D09Rik	151.4
2810432L12Rik	0.3
2810433D01Rik	0
2810442I21Rik	4.4
2810453I06Rik	68.6
2810454H06Rik	14.2
2810459M11Rik	0
2810474O19Rik	461
2900002K06Rik	67.5
2900005J15Rik	16.6
2900006K08Rik	11.7
2900010J23Rik	682
2900010M23Rik	432.9
2900011O08Rik	0.4
2900026A02Rik	24.1
2900041M22Rik	5.4
2900052N01Rik	13.8
2900053A13Rik	106.5
2900060B14Rik	168.4
2900062L11Rik	0.6
2900064A13Rik	278
2900073G15Rik	368.9
2900079G21Rik	0
2900092C05Rik	0
2900092D14Rik	0
2900092E17Rik	201.3
2900097C17Rik	248.2
3000002C10Rik	18.6
3010026O09Rik	36.9
3110001D03Rik	305.1
3110001I22Rik	117.5
3110002H16Rik	244.3
3110003A17Rik	378.5
3110007F17Rik	4
3110009E18Rik	38.6
3110021A11Rik	1.1
3110035E14Rik	0
3110039M20Rik	0
3110040N11Rik	166.4
3110043O21Rik	94.3
3110047P20Rik	0
3110048L19Rik	35.2
3110049J23Rik	3.7
3110052M02Rik	44.8
3110056O03Rik	61.2
3110057O12Rik	48.1
3110062M04Rik	22.1
3110070M22Rik	5.7
3110079O15Rik	0
3110082D06Rik	0
3110082I17Rik	44.4
3110099E03Rik	0
3200002M19Rik	128.1
3230401D17Rik	86
3300002I08Rik	39.5
3425401B19Rik	10.9
3632451O06Rik	0
3830403N18Rik	6.3
3830406C13Rik	102.6
3830408C21Rik	6.3
3830417A13Rik	0
3830431G21Rik	0.5
3930402G23Rik	1
4430402I18Rik	0.9
4632411B12Rik	190
4632415K11Rik	31.3
4632415L05Rik	35.8
4632427E13Rik	266.4
4632428C04Rik	38.8
4632428N05Rik	146
4632434I11Rik	39
4732415M23Rik	1.8
4732416N19Rik	18.3
4732418C07Rik	159.9
4732456N10Rik	0
4732471D19Rik	109.9
4732471J01Rik	4.4
4831426I19Rik	126.8
4831440E17Rik	10
4832428D23Rik	0
4833403I15Rik	0
4833413D08Rik	1.8
4833418N02Rik	17.3
4833420G17Rik	364
4833422C13Rik	2.9
4833422F24Rik	1.4
4833423E24Rik	0
4833424O15Rik	0
4833427G06Rik	0
4833439L19Rik	119
4833442J19Rik	67.5
4921501E09Rik	0.9
4921504E06Rik	0
4921506M07Rik	0
4921507P07Rik	7.8
4921509C19Rik	0
4921510H08Rik	0
4921511C20Rik	0
4921511H03Rik	0
4921513D23Rik	317.3
4921515J06Rik	0
4921517D21Rik	0
4921517D22Rik	1.2
4921517L17Rik	32.1
4921521F21Rik	0
4921523A10Rik	10
4921524J17Rik	65.3
4921524L21Rik	0
4921528I01Rik	0
4921528O07Rik	0
4921530D09Rik	1.1
4921530L21Rik	0
4921531C22Rik	30.2
4921533I20Rik	21.9
4921536K21Rik	1.4
4921539E11Rik	0
4922501C03Rik	95.5
4922501L14Rik	1.4
4922502D21Rik	0
4922505E12Rik	0
4922505G16Rik	4.2
4930402F06Rik	2.7
4930402H24Rik	41.7
4930403L05Rik	0
4930403N07Rik	3.1
4930404A10Rik	0
4930404H21Rik	0
4930404I05Rik	38.3
4930404N11Rik	115.7
4930407I10Rik	0
4930408F14Rik	0
4930412C18Rik	0.2
4930412F15Rik	0
4930412O13Rik	0
4930415F15Rik	4.9
4930415L06Rik	0
4930417G10Rik	12.9
4930417O13Rik	15.9
4930420K17Rik	884.5
4930422G04Rik	59.5
4930426L09Rik	5.5
4930427A07Rik	70.3
4930428D18Rik	0
4930428E23Rik	0
4930429B21Rik	2.3
4930429F11Rik	0
4930430A15Rik	0
4930430D24Rik	13
4930430F08Rik	17.4
4930431A04Rik	1.4
4930432K09Rik	0
4930432K21Rik	9.9
4930433I11Rik	0
4930433N12Rik	0.7
